คำ,POS,ความหมาย
เฒ่า 0,น.,ตา (ป.น.)
เฒ่าถำ 0,ว.,ใหญ่โต เช่น ฉานเดินมาตามทางเห็นปลาช่อนโดดจากสระตัวเฒ่าถำ - ฉันเดินมาตามทางเห็นปลาช่อนกระโดดจากสระตัวใหญ่มาก
เฒ่าถำมัง 0,ว.,ใหญ่โต เช่น ฉานเดินมาตามทางเห็นปลาช่อนโดดจากสระตัวเฒ่าถำ - ฉันเดินมาตามทางเห็นปลาช่อนกระโดดจากสระตัวใหญ่มาก
เฒ่าเถน 0,ว.,ใหญ่โต เช่น ฉานเดินมาตามทางเห็นปลาช่อนโดดจากสระตัวเฒ่าถำ - ฉันเดินมาตามทางเห็นปลาช่อนกระโดดจากสระตัวใหญ่มาก
