คำ,POS,ความหมาย
ษา 0,น.,"พรรษา, ฝน, ปี."
ษาแก 0,สำ.,รู้หลบเลี่ยงความผิด เพราะมีความรู้ประสบการณ์ในเรื่องนั้น ๆ มาก.
ษาแก 1,สำ.,"หัวหมอ, รู้ตื้นลึกหนาบางในระเบียบจนรู้จักหลบเลี่ยงความผิด"
ษาจีน 0,น.,"ภาษาจีน (ภ.ก.) เช่น พวกษาจีน, คนษาจีน - คนจีน."
